time_tag,active,source,range,scale,sensitivity,manual_mode,sample_size,bt,bx_gse,by_gse,bz_gse,theta_gse,phi_gse,bx_gsm,by_gsm,bz_gsm,theta_gsm,phi_gsm,max_telemetry_flag,max_data_flag,overall_quality
318,False,DSCOVR,0.0,4.0,0.002,False,2750,3.26,-0.65,3.14,-0.55,-9.77,101.72,-0.65,2.81,-1.5,-27.46,103.04,0,0,0
319,False,DSCOVR,0.0,4.0,0.002,False,3000,3.31,-0.76,3.13,-0.73,-12.79,103.56,-0.76,2.75,-1.67,-30.29,105.36,0,0,0
320,False,DSCOVR,0.0,4.0,0.002,False,2850,3.34,-0.77,3.16,-0.77,-13.36,103.7,-0.77,2.76,-1.71,-30.8,105.56,0,0,0
321,False,DSCOVR,0.0,4.0,0.002,False,2910,3.39,-0.56,3.2,-0.96,-16.45,99.86,-0.56,2.75,-1.9,-34.12,101.44,0,0,0
322,False,DSCOVR,0.0,4.0,0.002,False,2990,3.41,-0.66,3.21,-0.9500000000000001,-16.19,101.65,-0.66,2.76,-1.8900000000000001,-33.69,103.48,0,0,0
323,False,DSCOVR,0.0,4.0,0.002,False,2900,3.37,-0.67,3.14,-1.02,-17.58,102.07,-0.67,2.68,-1.9300000000000002,-35.0,104.08,0,0,0
324,False,DSCOVR,0.0,4.0,0.002,False,2950,3.36,-0.56,3.15,-1.02,-17.6,100.06,-0.56,2.69,-1.9300000000000002,-35.12,101.74,0,0,0
325,False,DSCOVR,0.0,4.0,0.002,False,3000,3.39,-0.63,3.15,-1.05,-18.12,101.37,-0.63,2.68,-1.97,-35.51,103.31,0,0,0
326,False,DSCOVR,0.0,4.0,0.002,False,2800,3.39,-0.55,3.21,-0.93,-15.93,99.72,-0.55,2.77,-1.8599999999999999,-33.39,101.21,0,0,0
327,False,DSCOVR,0.0,4.0,0.002,False,3000,3.32,-0.45,3.15,-0.93,-16.23,98.15,-0.45,2.7199999999999998,-1.8399999999999999,-33.73,99.42,0,0,0
328,False,DSCOVR,0.0,4.0,0.002,False,2750,3.32,-0.48,3.13,-0.99,-17.29,98.64,-0.48,2.69,-1.8900000000000001,-34.72,100.05,0,0,0
329,False,DSCOVR,0.0,4.0,0.002,False,3000,3.2800000000000002,-0.41000000000000003,3.09,-1.01,-17.93,97.63,-0.41000000000000003,2.64,-1.9,-35.37,98.91,0,0,0
330,False,DSCOVR,0.0,4.0,0.002,False,2950,3.3,-0.31,3.16,-0.89,-15.59,95.53,-0.31,2.74,-1.8,-33.07,96.36,0,0,0
331,False,DSCOVR,0.0,4.0,0.002,False,2750,3.33,-0.52,3.19,-0.81,-14.12,99.26,-0.52,2.79,-1.73,-31.39,100.53,0,0,0
332,False,DSCOVR,0.0,4.0,0.002,False,3000,3.3,-0.62,3.14,-0.8,-13.97,101.21,-0.62,2.75,-1.7000000000000002,-31.08,102.73,0,0,0
333,False,DSCOVR,0.0,4.0,0.002,False,2900,3.34,-0.59,3.18,-0.8300000000000001,-14.41,100.6,-0.59,2.7800000000000002,-1.74,-31.52,102.06,0,0,0
334,False,DSCOVR,0.0,4.0,0.002,False,3000,3.38,-0.44,3.25,-0.78,-13.39,97.69,-0.44,2.87,-1.72,-30.61,98.7,0,0,0
335,False,DSCOVR,0.0,4.0,0.002,False,2700,3.38,-0.28,3.27,-0.79,-13.6,94.81,-0.28,2.88,-1.73,-30.89,95.46,0,0,0
336,False,DSCOVR,0.0,4.0,0.002,False,2950,3.31,-0.15,3.23,-0.65,-11.43,92.57,-0.15,2.89,-1.58,-28.72,92.88,0,0,0
337,False,DSCOVR,0.0,4.0,0.002,False,2850,3.25,-0.73,2.92,-0.97,-17.8,103.94,-0.73,2.51,-1.79,-34.49,106.15,0,0,0
338,False,DSCOVR,0.0,4.0,0.002,False,2700,3.25,-1.17,2.84,-1.02,-18.29,112.38,-1.17,2.41,-1.81,-34.03,115.86,0,0,0
339,False,DSCOVR,0.0,4.0,0.002,False,2860,3.27,-1.35,2.68,-1.29,-23.31,116.77,-1.35,2.18,-2.03,-38.34,121.83,0,0,0
340,False,DSCOVR,0.0,4.0,0.002,False,2840,3.27,-1.23,2.73,-1.31,-23.69,114.3,-1.23,2.22,-2.06,-39.03,119.02,0,0,0
341,False,DSCOVR,0.0,4.0,0.002,False,2850,3.26,-1.28,2.73,-1.26,-22.64,115.09,-1.28,2.24,-2.0,-37.85,119.71,0,0,0
342,False,DSCOVR,0.0,4.0,0.002,False,2900,3.24,-1.37,2.75,-0.9500000000000001,-17.2,116.57,-1.37,2.35,-1.71,-32.22,120.34,0,0,0
343,False,DSCOVR,0.0,4.0,0.002,False,2850,3.22,-1.57,2.76,-0.34,-6.13,119.65,-1.57,2.54,-1.13,-20.78,121.74,0,0,0
344,False,DSCOVR,0.0,4.0,0.002,False,3000,3.29,-1.3599999999999999,2.79,-0.98,-17.47,116.05,-1.3599999999999999,2.38,-1.75,-32.49,119.78,0,0,0
345,False,DSCOVR,0.0,4.0,0.002,False,2950,3.26,-1.8599999999999999,2.63,-0.31,-5.5,125.33,-1.8599999999999999,2.43,-1.06,-19.14,127.54,0,0,0
346,False,DSCOVR,0.0,4.0,0.002,False,2850,3.32,-1.9300000000000002,2.65,-0.47000000000000003,-8.13,126.12,-1.9300000000000002,2.4,-1.22,-21.56,128.86,0,0,0
347,False,DSCOVR,0.0,4.0,0.002,False,2999,3.35,-1.96,2.6,-0.73,-12.59,127.05,-1.96,2.2800000000000002,-1.45,-25.73,130.75,0,0,0
348,False,DSCOVR,0.0,4.0,0.002,False,2850,3.38,-1.87,2.7,-0.79,-13.53,124.68,-1.87,2.35,-1.53,-27.06,128.41,0,0,0
349,False,DSCOVR,0.0,4.0,0.002,False,3000,3.37,-1.74,2.77,-0.75,-12.96,122.09,-1.74,2.44,-1.52,-26.91,125.49,0,0,0
350,False,DSCOVR,0.0,4.0,0.002,False,3000,3.35,-1.62,2.88,-0.5,-8.62,119.31,-1.62,2.62,-1.31,-23.04,121.73,0,0,0
351,False,DSCOVR,0.0,4.0,0.002,False,2900,3.4,-1.8599999999999999,2.81,-0.43,-7.31,123.55,-1.8599999999999999,2.5700000000000003,-1.22,-21.03,125.96,0,0,0
352,False,DSCOVR,0.0,4.0,0.002,False,2750,3.42,-1.96,2.75,-0.51,-8.58,125.47,-1.96,2.49,-1.27,-21.91,128.2,0,0,0
353,False,DSCOVR,0.0,4.0,0.002,False,2800,3.36,-2.0,2.66,-0.38,-6.58,126.92,-2.0,2.44,-1.13,-19.65,129.32,0,0,0
354,False,DSCOVR,0.0,4.0,0.002,False,2900,3.35,-1.82,2.79,-0.32,-5.43,123.05,-1.82,2.59,-1.1,-19.15,125.09,0,0,0
355,False,DSCOVR,0.0,4.0,0.002,False,2900,3.32,-1.81,2.76,-0.34,-5.91,123.28,-1.81,2.55,-1.11,-19.55,125.39,0,0,0
356,False,DSCOVR,0.0,4.0,0.002,False,3000,3.33,-1.78,2.8,-0.27,-4.62,122.42,-1.78,2.61,-1.05,-18.38,124.27,0,0,0
357,False,DSCOVR,0.0,4.0,0.002,False,2911,3.2800000000000002,-1.78,2.75,-0.16,-2.83,122.89,-1.78,2.59,-0.93,-16.51,124.44,0,0,0
358,False,DSCOVR,0.0,4.0,0.002,False,2989,3.2800000000000002,-1.83,2.7199999999999998,-0.07,-1.25,123.91,-1.83,2.59,-0.84,-14.75,125.22,0,0,0
359,False,DSCOVR,0.0,4.0,0.002,False,2911,3.27,-1.81,2.71,-0.12,-2.04,123.77,-1.81,2.5700000000000003,-0.87,-15.51,125.21,0,0,0
360,False,DSCOVR,0.0,4.0,0.002,False,2889,3.25,-1.81,2.7,-0.15,-2.58,123.79,-1.81,2.55,-0.9,-16.0,125.31,0,0,0
361,False,DSCOVR,0.0,4.0,0.002,False,2900,3.29,-1.88,2.69,-0.11,-1.9300000000000002,125.03,-1.88,2.55,-0.86,-15.13,126.46,0,0,0
362,False,DSCOVR,0.0,4.0,0.002,False,3000,3.2800000000000002,-1.97,2.62,-0.01,-0.2,126.94,-1.97,2.51,-0.74,-13.06,128.09,0,0,0
363,False,DSCOVR,0.0,4.0,0.002,False,2561,3.24,-1.9500000000000002,2.58,0.12,2.1,127.08,-1.9500000000000002,2.51,-0.6,-10.74,127.82,0,0,0
364,False,DSCOVR,0.0,4.0,0.002,False,2989,3.25,-1.81,2.68,-0.13,-2.31,124.05,-1.81,2.54,-0.87,-15.56,125.5,0,0,0
365,False,DSCOVR,0.0,4.0,0.002,False,2900,3.27,-1.8599999999999999,2.68,0.0,0.02,124.72,-1.8599999999999999,2.58,-0.74,-13.11,125.79,0,0,0
366,False,DSCOVR,0.0,4.0,0.002,False,2850,3.27,-1.85,2.69,0.03,0.48,124.54,-1.85,2.59,-0.72,-12.65,125.53,0,0,0
367,False,DSCOVR,0.0,4.0,0.002,False,2900,3.26,-2.23,2.35,0.12,2.1,133.51,-2.23,2.29,-0.53,-9.44,134.22,0,0,0
368,False,DSCOVR,0.0,4.0,0.002,False,3000,3.24,-2.4,2.16,0.25,4.44,138.05,-2.4,2.14,-0.35000000000000003,-6.22,138.23,0,0,0
369,False,DSCOVR,0.0,4.0,0.002,False,2750,3.27,-2.34,2.24,0.38,6.75,136.3,-2.34,2.26,-0.24,-4.28,136.05,0,0,0
370,False,DSCOVR,0.0,4.0,0.002,False,2950,3.26,-2.43,2.15,0.29,5.15,138.54,-2.43,2.14,-0.3,-5.37,138.56,0,0,0
371,False,DSCOVR,0.0,4.0,0.002,False,3000,3.21,-2.33,2.14,0.47000000000000003,8.38,137.4,-2.33,2.19,-0.13,-2.41,136.79,0,0,0
372,False,DSCOVR,0.0,4.0,0.002,False,3000,3.23,-2.3,2.11,0.78,14.05,137.44,-2.3,2.25,0.18,3.19,135.69,0,0,0
373,False,DSCOVR,0.0,4.0,0.002,False,2800,3.17,-2.27,2.0,0.9400000000000001,17.19,138.68,-2.27,2.18,0.36,6.53,136.24,0,0,0
374,False,DSCOVR,0.0,4.0,0.002,False,3000,3.17,-2.27,1.98,0.98,17.93,138.97,-2.27,2.17,0.41000000000000003,7.34,136.36,0,0,0
375,False,DSCOVR,0.0,4.0,0.002,False,2850,3.18,-2.11,2.19,0.85,15.56,133.95,-2.11,2.34,0.23,4.11,132.09,0,0,0
376,False,DSCOVR,0.0,4.0,0.002,False,2700,3.12,-1.98,2.22,0.92,17.25,131.78,-1.98,2.39,0.29,5.41,129.72,0,0,0
377,False,DSCOVR,0.0,4.0,0.002,False,3000,3.14,-2.0,2.13,1.1400000000000001,21.33,133.2,-2.0,2.36,0.53,9.7,130.31,0,0,0
378,False,DSCOVR,0.0,4.0,0.002,False,3000,3.11,-2.03,1.8900000000000001,1.4100000000000001,27.01,137.09,-2.03,2.2,0.86,16.0,132.75,0,0,0
379,False,DSCOVR,0.0,4.0,0.002,False,2950,3.09,-2.05,1.9100000000000001,1.31,25.0,136.95,-2.05,2.19,0.75,14.03,133.05,0,0,0
380,False,DSCOVR,0.0,4.0,0.002,False,2750,3.08,-2.1,1.78,1.37,26.53,139.71,-2.1,2.08,0.85,16.07,135.25,0,0,0
381,False,DSCOVR,0.0,4.0,0.002,False,2800,3.24,-1.6600000000000001,2.75,0.38,6.7,121.1,-1.6600000000000001,2.75,-0.36,-6.48,121.08,0,0,0
382,False,DSCOVR,0.0,4.0,0.002,False,2900,3.24,-1.54,2.84,0.1,1.71,118.48,-1.54,2.76,-0.66,-11.74,119.14,0,0,0
383,False,DSCOVR,0.0,4.0,0.002,False,3000,3.2800000000000002,-1.29,2.99,-0.36,-6.27,113.34,-1.29,2.79,-1.13,-20.24,114.82,0,0,0
384,False,DSCOVR,0.0,4.0,0.002,False,2950,3.32,-1.38,3.0,-0.31,-5.33,114.66,-1.38,2.81,-1.09,-19.12,116.08,0,0,0
385,False,DSCOVR,0.0,4.0,0.002,False,3000,3.32,-1.2,3.08,-0.27,-4.69,111.35,-1.2,2.9,-1.07,-18.8,112.54,0,0,0
386,False,DSCOVR,0.0,4.0,0.002,False,2850,3.33,-1.57,2.87,-0.5,-8.74,118.76,-1.57,2.64,-1.24,-21.92,120.84,0,0,0
387,False,DSCOVR,0.0,4.0,0.002,False,2750,3.35,-1.6400000000000001,2.68,-1.15,-20.08,121.46,-1.6400000000000001,2.29,-1.81,-32.71,125.63,0,0,0
388,False,DSCOVR,0.0,4.0,0.002,False,2900,3.36,-1.72,2.64,-1.16,-20.28,123.2,-1.72,2.24,-1.81,-32.6,127.57,0,0,0
389,False,DSCOVR,0.0,4.0,0.002,False,3000,3.4,-1.6800000000000002,2.67,-1.25,-21.64,122.1,-1.6800000000000002,2.26,-1.9,-34.08,126.62,0,0,0
390,False,DSCOVR,0.0,4.0,0.002,False,2800,3.43,-1.62,2.65,-1.43,-24.71,121.41,-1.62,2.19,-2.07,-37.18,126.46,0,0,0
391,False,DSCOVR,0.0,4.0,0.002,False,2850,3.39,-1.6,2.83,-0.85,-14.61,119.51,-1.6,2.51,-1.55,-27.44,122.49,0,0,0
392,False,DSCOVR,0.0,4.0,0.002,False,2900,3.39,-1.74,2.85,-0.5,-8.53,121.44,-1.74,2.63,-1.22,-21.13,123.58,0,0,0
393,False,DSCOVR,0.0,4.0,0.002,False,2850,3.42,-1.6,2.8200000000000003,-0.96,-16.47,119.59,-1.6,2.48,-1.65,-29.21,122.85,0,0,0
394,False,DSCOVR,0.0,4.0,0.002,False,2811,3.46,-1.74,2.31,-1.87,-32.94,126.93,-1.74,1.76,-2.4,-44.21,134.71,0,0,0
395,False,DSCOVR,0.0,4.0,0.002,False,2989,3.5,-1.63,2.13,-2.24,-39.93,127.41,-1.63,1.48,-2.71,-50.9,137.62,0,0,0
396,False,DSCOVR,0.0,4.0,0.002,False,2850,3.5,-1.6600000000000001,2.16,-2.2,-38.83,127.56,-1.6600000000000001,1.53,-2.67,-49.78,137.33,0,0,0
397,False,DSCOVR,0.0,4.0,0.002,False,3000,3.4,-1.6099999999999999,2.46,-1.5,-27.02,123.16,-1.6099999999999999,2.0,-2.07,-38.95,128.8,0,0,0
398,False,DSCOVR,0.0,4.0,0.002,False,3000,3.38,-1.33,3.03,-0.66,-11.22,113.8,-1.33,2.76,-1.4,-24.54,115.79,0,0,0
399,False,DSCOVR,0.0,4.0,0.002,False,2850,3.35,-1.18,3.07,-0.62,-10.6,111.11,-1.18,2.81,-1.37,-24.17,112.83,0,0,0
400,False,DSCOVR,0.0,4.0,0.002,False,3000,3.36,-1.6,2.94,-0.05,-0.8,118.63,-1.6,2.83,-0.78,-13.56,119.53,0,0,0
401,False,DSCOVR,0.0,4.0,0.002,False,3000,3.38,-2.2,2.52,0.31,5.25,131.18,-2.2,2.51,-0.33,-5.71,131.22,0,0,0
402,False,DSCOVR,0.0,4.0,0.002,False,3000,3.32,-1.46,2.96,-0.29,-4.94,116.25,-1.46,2.8,-1.02,-17.88,117.58,0,0,0
403,False,DSCOVR,0.0,4.0,0.002,False,3000,3.29,-0.8300000000000001,3.15,-0.36,-6.35,104.79,-0.8300000000000001,2.96,-1.1400000000000001,-20.31,105.7,0,0,0
404,False,DSCOVR,0.0,4.0,0.002,False,2800,3.2800000000000002,-0.63,3.12,-0.75,-13.32,101.48,-0.63,2.83,-1.51,-27.42,102.6,0,0,0
405,False,DSCOVR,0.0,4.0,0.002,False,2900,3.31,-0.8300000000000001,3.0,-1.08,-19.12,105.44,-0.8300000000000001,2.64,-1.79,-32.92,107.44,0,0,0
406,False,DSCOVR,0.0,4.0,0.002,False,2850,3.29,-0.07,3.04,-1.2,-21.51,91.39,-0.07,2.65,-1.9100000000000001,-35.84,91.59,0,0,0
407,False,DSCOVR,0.0,4.0,0.002,False,2800,3.2800000000000002,-1.0,2.91,-1.11,-19.86,109.01,-1.0,2.54,-1.79,-33.28,111.5,0,0,0
408,False,DSCOVR,0.0,4.0,0.002,False,2950,3.29,-1.19,2.84,-1.09,-19.42,112.78,-1.19,2.49,-1.75,-32.44,115.64,0,0,0
409,False,DSCOVR,0.0,4.0,0.002,False,3000,3.2800000000000002,-1.92,2.63,-0.29,-5.1,126.05,-1.92,2.48,-0.93,-16.49,127.69,0,0,0
410,False,DSCOVR,0.0,4.0,0.002,False,2850,3.3,-2.0,2.54,0.28,5.0,128.26,-2.0,2.5300000000000002,-0.35000000000000003,-6.15,128.35,0,0,0
411,False,DSCOVR,0.0,4.0,0.002,False,3000,3.25,-0.89,3.05,-0.31,-5.5,106.21,-0.89,2.88,-1.04,-19.05,107.09,0,0,0
412,False,DSCOVR,0.0,4.0,0.002,False,3000,3.29,-0.66,2.86,-1.47,-26.55,102.99,-0.66,2.42,-2.12,-40.23,105.27,0,0,0
413,False,DSCOVR,0.0,4.0,0.002,False,3000,3.31,-1.22,2.7800000000000002,-1.28,-22.81,113.69,-1.22,2.38,-1.9100000000000001,-35.53,117.07,0,0,0
414,False,DSCOVR,0.0,4.0,0.002,False,2750,3.32,-1.44,2.74,-1.17,-20.68,117.73,-1.44,2.38,-1.8,-32.91,121.23,0,0,0
415,False,DSCOVR,0.0,4.0,0.002,False,3000,3.32,-1.63,2.67,-1.11,-19.52,121.44,-1.63,2.32,-1.72,-31.23,125.09,0,0,0
416,False,DSCOVR,0.0,4.0,0.002,False,3000,3.33,-1.6600000000000001,2.62,-1.18,-20.9,122.39,-1.6600000000000001,2.26,-1.78,-32.43,126.36,0,0,0
417,False,DSCOVR,0.0,4.0,0.002,False,2700,3.3,-1.8399999999999999,2.48,-1.15,-20.4,126.57,-1.8399999999999999,2.13,-1.71,-31.28,130.8,0,0,0
418,False,DSCOVR,0.0,4.0,0.002,False,2950,3.31,-1.8900000000000001,2.41,-1.23,-21.93,127.98,-1.8900000000000001,2.05,-1.78,-32.53,132.62,0,0,0
419,False,DSCOVR,0.0,4.0,0.002,False,2850,3.31,-1.9100000000000001,2.39,-1.25,-22.16,128.65,-1.9100000000000001,2.02,-1.78,-32.61,133.37,0,0,0
420,False,DSCOVR,0.0,4.0,0.002,False,2850,3.34,-1.96,2.36,-1.31,-23.14,129.78,-1.96,1.98,-1.83,-33.37,134.78,0,0,0
421,False,DSCOVR,0.0,4.0,0.002,False,2611,3.38,-2.02,2.36,-1.34,-23.26,130.55,-2.02,1.98,-1.8599999999999999,-33.33,135.63,0,0,0
422,False,DSCOVR,0.0,4.0,0.002,False,2689,3.34,-2.03,2.26,-1.4,-24.73,131.91,-2.03,1.8599999999999999,-1.8900000000000001,-34.51,137.41,0,0,0
423,False,DSCOVR,0.0,4.0,0.002,False,2750,3.2800000000000002,-1.9100000000000001,2.24,-1.44,-26.01,130.39,-1.9100000000000001,1.8399999999999999,-1.92,-36.0,136.05,0,0,0
424,False,DSCOVR,0.0,4.0,0.002,False,2861,3.3,-1.8,2.38,-1.4100000000000001,-25.35,127.1,-1.8,1.98,-1.9300000000000002,-35.87,132.28,0,0,0
425,False,DSCOVR,0.0,4.0,0.002,False,2789,3.27,-1.96,2.37,-1.08,-19.27,129.67,-1.96,2.05,-1.6,-29.43,133.78,0,0,0
426,False,DSCOVR,0.0,4.0,0.002,False,3000,3.25,-1.65,2.3,-1.52,-28.17,125.78,-1.65,1.88,-2.01,-38.79,131.39,0,0,0
427,False,DSCOVR,0.0,4.0,0.002,False,2900,3.3,-1.58,2.21,-1.88,-34.63,125.53,-1.58,1.71,-2.34,-45.15,132.69,0,0,0
428,False,DSCOVR,0.0,4.0,0.002,False,2900,3.3,-1.6400000000000001,2.31,-1.69,-30.79,125.3,-1.6400000000000001,1.85,-2.18,-41.39,131.43,0,0,0
429,False,DSCOVR,0.0,4.0,0.002,False,2900,3.31,-1.6600000000000001,2.2800000000000002,-1.73,-31.57,126.03,-1.6600000000000001,1.81,-2.21,-42.02,132.41,0,0,0
430,False,DSCOVR,0.0,4.0,0.002,False,2700,3.2800000000000002,-1.71,2.22,-1.69,-31.14,127.68,-1.71,1.77,-2.16,-41.3,134.14,0,0,0
431,False,DSCOVR,0.0,4.0,0.002,False,2750,3.29,-1.62,2.26,-1.77,-32.51,125.65,-1.62,1.79,-2.24,-42.94,132.17,0,0,0
432,False,DSCOVR,0.0,4.0,0.002,False,2900,3.3,-1.65,2.2,-1.83,-33.65,126.92,-1.65,1.72,-2.2800000000000002,-43.83,133.88,0,0,0
433,False,DSCOVR,0.0,4.0,0.002,False,3000,3.27,-1.27,2.11,-2.14,-40.97,121.14,-1.27,1.56,-2.56,-51.87,129.22,0,0,0
434,False,DSCOVR,0.0,4.0,0.002,False,2900,3.27,-0.78,1.94,-2.51,-50.17,111.9,-0.78,1.31,-2.89,-62.09,120.69,0,0,0
435,False,DSCOVR,0.0,4.0,0.002,False,3000,3.2800000000000002,-0.78,1.8599999999999999,-2.58,-52.03,112.67,-0.78,1.22,-2.94,-63.79,122.47,0,0,0
436,False,DSCOVR,0.0,4.0,0.002,False,2950,3.34,-0.77,1.8399999999999999,-2.66,-53.13,112.81,-0.77,1.18,-3.01,-64.82,123.13,0,0,0
437,False,DSCOVR,0.0,4.0,0.002,False,2850,3.39,-1.04,1.78,-2.68,-52.5,120.24,-1.04,1.12,-3.01,-63.13,132.73,0,0,0
438,False,DSCOVR,0.0,4.0,0.002,False,2650,3.36,-1.01,1.6400000000000001,-2.71,-54.57,121.62,-1.01,0.99,-3.01,-64.89,135.74,0,0,0
439,False,DSCOVR,0.0,4.0,0.002,False,2900,3.32,-1.8599999999999999,2.19,-1.6600000000000001,-29.96,130.28,-1.8599999999999999,1.76,-2.11,-39.48,136.53,0,0,0
440,False,DSCOVR,0.0,4.0,0.002,False,2900,3.26,-2.01,2.21,-1.25,-22.77,132.2,-2.01,1.87,-1.72,-32.07,136.96,0,0,0
441,False,DSCOVR,0.0,4.0,0.002,False,2800,3.29,-2.17,2.27,-0.92,-16.35,133.62,-2.17,2.01,-1.4100000000000001,-25.49,137.17,0,0,0
442,False,DSCOVR,0.0,4.0,0.002,False,2950,3.33,-1.9300000000000002,2.11,-1.71,-30.85,132.33,-1.9300000000000002,1.6800000000000002,-2.14,-39.94,138.94,0,0,0
443,False,DSCOVR,0.0,4.0,0.002,False,3000,3.29,-2.11,2.17,-1.3,-23.21,134.25,-2.11,1.82,-1.75,-32.09,139.2,0,0,0
444,False,DSCOVR,0.0,4.0,0.002,False,2900,3.22,-2.16,2.08,-1.16,-21.1,136.12,-2.16,1.77,-1.5899999999999999,-29.67,140.7,0,0,0
445,False,DSCOVR,0.0,4.0,0.002,False,2850,3.19,-2.14,2.08,-1.1400000000000001,-20.87,135.76,-2.14,1.78,-1.57,-29.48,140.27,0,0,0
446,False,DSCOVR,0.0,4.0,0.002,False,3000,3.2800000000000002,-2.2,2.06,-1.28,-22.97,136.84,-2.2,1.73,-1.7000000000000002,-31.34,141.84,0,0,0
447,False,DSCOVR,0.0,4.0,0.002,False,2950,3.34,-2.2,1.98,-1.56,-27.81,138.01,-2.2,1.58,-1.96,-35.85,144.21,0,0,0
448,False,DSCOVR,0.0,4.0,0.002,False,2850,3.2800000000000002,-2.43,2.11,-0.5,-8.86,138.96,-2.43,1.9500000000000002,-0.96,-17.05,141.22,0,0,0
449,False,DSCOVR,0.0,4.0,0.002,False,3000,3.3,-2.44,1.98,-0.96,-16.93,140.92,-2.44,1.72,-1.37,-24.62,144.77,0,0,0
450,False,DSCOVR,0.0,4.0,0.002,False,2850,3.3,-2.46,1.96,-0.98,-17.25,141.49,-2.46,1.7000000000000002,-1.38,-24.81,145.42,0,0,0
451,False,DSCOVR,0.0,4.0,0.002,False,3000,3.29,-2.43,2.13,-0.59,-10.39,138.86,-2.43,1.9500000000000002,-1.04,-18.5,141.36,0,0,0
452,False,DSCOVR,0.0,4.0,0.002,False,2761,3.3,-2.34,2.05,-1.07,-19.01,138.79,-2.34,1.76,-1.49,-26.98,142.95,0,0,0
453,False,DSCOVR,0.0,4.0,0.002,False,2689,3.36,-2.35,2.07,-1.2,-21.03,138.67,-2.35,1.76,-1.63,-28.96,143.23,0,0,0
454,False,DSCOVR,0.0,4.0,0.002,False,2900,3.31,-2.27,2.32,-0.61,-10.71,134.36,-2.27,2.13,-1.1,-19.49,136.78,0,0,0
455,False,DSCOVR,0.0,4.0,0.002,False,2900,3.33,-2.2800000000000002,2.35,-0.59,-10.27,134.17,-2.2800000000000002,2.17,-1.09,-19.06,136.5,0,0,0
456,False,DSCOVR,0.0,4.0,0.002,False,2900,3.35,-2.15,2.49,-0.59,-10.11,130.84,-2.15,2.3,-1.11,-19.38,133.03,0,0,0
457,False,DSCOVR,0.0,4.0,0.002,False,2750,3.31,-2.12,2.54,-0.16,-2.8,129.83,-2.12,2.44,-0.7000000000000001,-12.26,130.89,0,0,0
458,False,DSCOVR,0.0,4.0,0.002,False,2900,3.32,-2.37,2.3,-0.33,-5.69,135.84,-2.37,2.18,-0.81,-14.2,137.43,0,0,0
459,False,DSCOVR,0.0,4.0,0.002,False,2850,3.31,-2.33,2.33,-0.21,-3.67,134.95,-2.33,2.23,-0.7000000000000001,-12.33,136.19,0,0,0
460,False,DSCOVR,0.0,4.0,0.002,False,3000,3.34,-2.4,2.3,-0.09,-1.47,136.18,-2.4,2.23,-0.5700000000000001,-9.93,137.07,0,0,0
461,False,DSCOVR,0.0,4.0,0.002,False,2650,3.3,-2.31,2.34,0.17,2.88,134.55,-2.31,2.32,-0.34,-5.86,134.78,0,0,0
462,False,DSCOVR,0.0,4.0,0.002,False,2300,3.32,-2.26,2.42,0.03,0.5700000000000001,132.96,-2.26,2.38,-0.48,-8.36,133.53,0,0,0
463,False,DSCOVR,0.0,4.0,0.002,False,2900,3.35,-2.42,2.31,-0.13,-2.15,136.32,-2.42,2.23,-0.61,-10.51,137.31,0,0,0
464,False,DSCOVR,0.0,4.0,0.002,False,2750,3.34,-2.15,2.54,-0.25,-4.33,130.19,-2.15,2.43,-0.78,-13.55,131.44,0,0,0
465,False,DSCOVR,0.0,4.0,0.002,False,2550,3.32,-2.01,2.63,-0.06,-1.08,127.41,-2.01,2.56,-0.61,-10.68,128.18,0,0,0
466,False,DSCOVR,0.0,4.0,0.002,False,2900,3.32,-2.01,2.6,-0.17,-3.01,127.68,-2.01,2.51,-0.71,-12.53,128.7,0,0,0
467,False,DSCOVR,0.0,4.0,0.002,False,2900,3.31,-2.39,2.27,-0.21,-3.58,136.4,-2.39,2.18,-0.68,-11.82,137.6,0,0,0
468,False,DSCOVR,0.0,4.0,0.002,False,3000,3.31,-2.25,2.39,-0.31,-5.35,133.23,-2.25,2.27,-0.8,-14.03,134.66,0,0,0
469,False,DSCOVR,0.0,4.0,0.002,False,2700,3.3,-2.2800000000000002,2.34,-0.45,-7.83,134.33,-2.2800000000000002,2.19,-0.92,-16.3,136.16,0,0,0
470,False,DSCOVR,0.0,4.0,0.002,False,2761,3.26,-2.23,2.34,-0.36,-6.28,133.59,-2.23,2.21,-0.8300000000000001,-14.84,135.16,0,0,0
471,False,DSCOVR,0.0,4.0,0.002,False,2839,3.27,-2.48,2.11,-0.15,-2.56,139.56,-2.48,2.04,-0.58,-10.23,140.59,0,0,0
472,False,DSCOVR,0.0,4.0,0.002,False,2900,3.26,-2.29,2.21,-0.4,-7.23,136.07,-2.29,2.08,-0.85,-15.37,137.81,0,0,0
473,False,DSCOVR,0.0,4.0,0.002,False,3000,3.29,-1.77,2.54,-1.09,-19.46,124.82,-1.77,2.26,-1.5899999999999999,-29.02,128.0,0,0,0
474,False,DSCOVR,0.0,4.0,0.002,False,2850,3.2800000000000002,-1.73,2.5700000000000003,-1.09,-19.47,123.94,-1.73,2.29,-1.6,-29.11,127.05,0,0,0
475,False,DSCOVR,0.0,4.0,0.002,False,3000,3.27,-1.71,2.59,-1.01,-17.95,123.33,-1.71,2.33,-1.51,-27.65,126.17,0,0,0
