time_tag,active,source,range,scale,sensitivity,manual_mode,sample_size,bt,bx_gse,by_gse,bz_gse,theta_gse,phi_gse,bx_gsm,by_gsm,bz_gsm,theta_gsm,phi_gsm,max_telemetry_flag,max_data_flag,overall_quality
1316,False,DSCOVR,0.0,4.0,0.002,False,2900,2.99,-1.01,2.2800000000000002,1.48,30.67,113.84,-1.01,2.7,0.28,5.62,110.44,0,0,0
1317,False,DSCOVR,0.0,4.0,0.002,False,3000,2.93,-0.65,2.39,1.47,30.76,105.15,-0.65,2.8,0.23,4.5600000000000005,103.02,0,0,0
1318,False,DSCOVR,0.0,4.0,0.002,False,3000,3.07,-1.47,1.98,1.8,36.13,126.62,-1.47,2.58,0.7000000000000001,13.36,119.68,0,0,0
1319,False,DSCOVR,0.0,4.0,0.002,False,3000,3.06,-1.52,1.98,1.74,34.92,127.52,-1.52,2.56,0.65,12.39,120.75,0,0,0
1320,False,DSCOVR,0.0,4.0,0.002,False,3000,3.17,-1.82,1.46,2.03,41.07,141.3,-1.82,2.22,1.15,21.77,129.32,0,0,0
1321,False,DSCOVR,0.0,4.0,0.002,False,3000,3.21,-1.9300000000000002,1.81,1.76,33.58,136.8,-1.9300000000000002,2.42,0.74,13.49,128.65,0,0,0
1322,False,DSCOVR,0.0,4.0,0.002,False,3000,3.36,-2.23,0.45,2.35,45.96,168.71,-2.23,1.47,1.8900000000000001,35.33,146.68,0,0,0
1323,False,DSCOVR,0.0,4.0,0.002,False,2840,3.34,-2.05,1.0,2.43,46.85,154.1,-2.05,1.99,1.71,30.9,135.81,0,0,0
1324,False,DSCOVR,0.0,4.0,0.002,False,3000,3.27,-1.51,1.7000000000000002,2.34,45.76,131.64,-1.51,2.58,1.31,23.6,120.39,0,0,0
1325,False,DSCOVR,0.0,4.0,0.002,False,3000,3.29,-1.81,1.5899999999999999,2.23,42.79,138.76,-1.81,2.43,1.26,22.6,126.71,0,0,0
1326,False,DSCOVR,0.0,4.0,0.002,False,3000,3.4,-1.97,0.85,2.64,50.93,156.54,-1.97,1.96,1.96,35.22,135.04,0,0,0
1327,False,DSCOVR,0.0,4.0,0.002,False,2999,3.43,-2.08,0.72,2.63,50.06,160.82,-2.08,1.8399999999999999,2.01,35.88,138.44,0,0,0
1328,False,DSCOVR,0.0,4.0,0.002,False,3000,3.42,-1.96,0.42,2.77,54.03,167.85,-1.96,1.6400000000000001,2.27,41.58,140.15,0,0,0
1329,False,DSCOVR,0.0,4.0,0.002,False,2900,3.37,-1.83,0.2,2.8200000000000003,56.81,173.71,-1.83,1.46,2.41,45.82,141.33,0,0,0
1330,False,DSCOVR,0.0,4.0,0.002,False,2600,3.37,-2.04,0.4,2.62,51.59,168.92,-2.04,1.55,2.15,39.98,142.71,0,0,0
1331,False,DSCOVR,0.0,4.0,0.002,False,2700,3.34,-2.44,1.23,1.5899999999999999,30.27,153.24,-2.44,1.82,0.86,15.7,143.23,0,0,0
1332,False,DSCOVR,0.0,4.0,0.002,False,2900,3.32,-2.09,1.2,2.17,41.95,150.14,-2.09,2.06,1.38,25.16,135.45,0,0,0
1333,False,DSCOVR,0.0,4.0,0.002,False,2750,3.35,-1.96,1.3,2.34,44.96,146.45,-1.96,2.23,1.49,26.71,131.31,0,0,0
1334,False,DSCOVR,0.0,4.0,0.002,False,3000,3.38,-2.38,1.28,2.04,37.07,151.78,-2.38,2.07,1.23,21.3,138.99,0,0,0
1335,False,DSCOVR,0.0,4.0,0.002,False,3000,3.38,-2.16,1.25,2.26,42.27,149.99,-2.16,2.14,1.44,25.37,135.17,0,0,0
1336,False,DSCOVR,0.0,4.0,0.002,False,2568,3.38,-2.34,1.1400000000000001,2.14,39.41,153.96,-2.34,2.0,1.38,24.14,139.52,0,0,0
1337,False,DSCOVR,0.0,4.0,0.002,False,2732,3.39,-2.32,1.25,2.13,38.95,151.7,-2.32,2.08,1.32,22.94,138.03,0,0,0
1338,False,DSCOVR,0.0,4.0,0.002,False,3000,3.4,-2.37,1.33,2.04,36.87,150.63,-2.37,2.12,1.2,20.69,138.18,0,0,0
1339,False,DSCOVR,0.0,4.0,0.002,False,2700,3.39,-2.19,1.38,2.18,40.0,147.75,-2.19,2.23,1.3,22.57,134.55,0,0,0
1340,False,DSCOVR,0.0,4.0,0.002,False,2900,3.35,-2.37,1.48,1.8,32.72,148.02,-2.37,2.14,0.92,16.01,137.94,0,0,0
1341,False,DSCOVR,0.0,4.0,0.002,False,3000,3.31,-2.71,1.38,1.31,23.34,153.04,-2.71,1.83,0.53,9.26,146.02,0,0,0
1342,False,DSCOVR,0.0,4.0,0.002,False,2850,3.32,-2.66,1.49,1.29,22.96,150.65,-2.66,1.92,0.46,8.01,144.14,0,0,0
1343,False,DSCOVR,0.0,4.0,0.002,False,2850,3.34,-2.7199999999999998,1.4100000000000001,1.31,23.14,152.65,-2.7199999999999998,1.85,0.52,8.91,145.77,0,0,0
1344,False,DSCOVR,0.0,4.0,0.002,False,3000,3.35,-2.59,1.82,1.09,18.95,144.91,-2.59,2.12,0.13,2.2,140.76,0,0,0
1345,False,DSCOVR,0.0,4.0,0.002,False,2568,3.33,-2.74,1.49,1.15,20.25,151.52,-2.74,1.85,0.34,5.83,145.99,0,0,0
1346,False,DSCOVR,0.0,4.0,0.002,False,2832,3.29,-2.7199999999999998,1.4100000000000001,1.2,21.43,152.67,-2.7199999999999998,1.8,0.42,7.35,146.49,0,0,0
1347,False,DSCOVR,0.0,4.0,0.002,False,2900,3.34,-2.75,1.44,1.21,21.26,152.4,-2.75,1.8399999999999999,0.41000000000000003,7.08,146.33,0,0,0
1348,False,DSCOVR,0.0,4.0,0.002,False,3000,3.35,-2.84,1.51,0.91,15.83,152.05,-2.84,1.76,0.12,1.98,148.25,0,0,0
1349,False,DSCOVR,0.0,4.0,0.002,False,2900,3.3,-2.73,1.25,1.33,23.94,155.35,-2.73,1.73,0.61,10.64,147.69,0,0,0
1350,False,DSCOVR,0.0,4.0,0.002,False,2900,3.3,-2.73,1.3,1.34,23.84,154.46,-2.73,1.77,0.59,10.2,146.99,0,0,0
1351,False,DSCOVR,0.0,4.0,0.002,False,2900,3.29,-2.8,1.21,1.23,22.04,156.58,-2.8,1.6400000000000001,0.54,9.4,149.56,0,0,0
1352,False,DSCOVR,0.0,4.0,0.002,False,2700,3.31,-2.83,1.09,1.31,23.32,158.89,-2.83,1.57,0.66,11.47,150.95,0,0,0
1353,False,DSCOVR,0.0,4.0,0.002,False,2650,3.29,-2.8,1.13,1.31,23.47,158.05,-2.8,1.6,0.64,11.26,150.17,0,0,0
1354,False,DSCOVR,0.0,4.0,0.002,False,2900,3.31,-2.7800000000000002,1.34,1.17,20.77,154.29,-2.7800000000000002,1.73,0.42,7.33,148.15,0,0,0
1355,False,DSCOVR,0.0,4.0,0.002,False,3000,3.31,-2.8,1.55,0.8200000000000001,14.32,151.12,-2.8,1.75,0.01,0.19,148.04,0,0,0
1356,False,DSCOVR,0.0,4.0,0.002,False,3000,3.2800000000000002,-2.8,1.62,0.49,8.66,149.89,-2.8,1.67,-0.31,-5.47,149.22,0,0,0
1357,False,DSCOVR,0.0,4.0,0.002,False,2950,3.36,-2.92,1.57,0.48,8.25,151.69,-2.92,1.62,-0.3,-5.14,151.02,0,0,0
1358,False,DSCOVR,0.0,4.0,0.002,False,2850,3.39,-3.14,1.27,-0.09,-1.47,157.9,-3.14,1.09,-0.67,-11.33,160.85,0,0,0
1359,False,DSCOVR,0.0,4.0,0.002,False,2700,3.31,-2.74,1.77,0.53,9.19,147.22,-2.74,1.81,-0.35000000000000003,-6.05,146.57,0,0,0
1360,False,DSCOVR,0.0,4.0,0.002,False,3000,3.26,-2.96,1.19,-0.63,-11.24,158.18,-2.96,0.76,-1.11,-19.96,165.64,0,0,0
1361,False,DSCOVR,0.0,4.0,0.002,False,2800,3.26,-3.04,1.01,-0.63,-11.14,161.68,-3.04,0.6,-1.02,-18.3,168.82,0,0,0
1362,False,DSCOVR,0.0,4.0,0.002,False,3000,3.27,-2.95,0.53,-1.24,-22.45,169.76,-2.95,-0.1,-1.35,-24.49,181.95,0,0,0
1363,False,DSCOVR,0.0,4.0,0.002,False,2750,3.24,-2.85,1.08,-0.63,-11.6,159.19,-2.85,0.67,-1.06,-19.83,166.75,0,0,0
1364,False,DSCOVR,0.0,4.0,0.002,False,2750,3.2,-2.62,1.8,-0.08,-1.52,145.46,-2.62,1.56,-0.91,-16.6,149.24,0,0,0
1365,False,DSCOVR,0.0,4.0,0.002,False,2850,3.21,-2.23,2.22,-0.5,-9.03,135.13,-2.23,1.74,-1.47,-27.49,142.1,0,0,0
1366,False,DSCOVR,0.0,4.0,0.002,False,2800,3.23,-2.8200000000000003,1.46,-0.55,-9.75,152.69,-2.8200000000000003,1.04,-1.16,-21.07,159.79,0,0,0
1367,False,DSCOVR,0.0,4.0,0.002,False,2700,3.25,-2.54,1.52,-1.27,-23.17,149.12,-2.54,0.76,-1.82,-34.55,163.35,0,0,0
1368,False,DSCOVR,0.0,4.0,0.002,False,3000,3.26,-2.77,1.11,-1.31,-23.75,158.17,-2.77,0.38,-1.6800000000000002,-30.97,172.28,0,0,0
1369,False,DSCOVR,0.0,4.0,0.002,False,2968,3.26,-2.93,1.3900000000000001,-0.16,-2.75,154.62,-2.93,1.16,-0.78,-13.94,158.4,0,0,0
1370,False,DSCOVR,0.0,4.0,0.002,False,2732,3.24,-2.7199999999999998,1.72,-0.31,-5.51,147.74,-2.7199999999999998,1.38,-1.07,-19.35,153.13,0,0,0
1371,False,DSCOVR,0.0,4.0,0.002,False,2900,3.23,-2.68,1.79,-0.21,-3.77,146.19,-2.68,1.49,-1.02,-18.4,150.9,0,0,0
1372,False,DSCOVR,0.0,4.0,0.002,False,2818,3.29,-2.83,1.6400000000000001,-0.09,-1.65,149.92,-2.83,1.4100000000000001,-0.84,-14.94,153.54,0,0,0
1373,False,DSCOVR,0.0,4.0,0.002,False,2682,3.29,-2.96,1.42,-0.09,-1.51,154.33,-2.96,1.22,-0.74,-12.95,157.59,0,0,0
1374,False,DSCOVR,0.0,4.0,0.002,False,3000,3.29,-2.88,1.6,-0.01,-0.18,150.95,-2.88,1.4100000000000001,-0.75,-13.18,153.88,0,0,0
1375,False,DSCOVR,0.0,4.0,0.002,False,2700,3.3,-2.87,1.63,-0.12,-2.03,150.47,-2.87,1.3900000000000001,-0.86,-15.07,154.22,0,0,0
1376,False,DSCOVR,0.0,4.0,0.002,False,2750,3.27,-2.7,1.83,-0.09,-1.5,145.91,-2.7,1.58,-0.93,-16.45,149.68,0,0,0
1377,False,DSCOVR,0.0,4.0,0.002,False,2850,3.26,-2.68,1.85,0.03,0.5700000000000001,145.44,-2.68,1.65,-0.8300000000000001,-14.74,148.37,0,0,0
1378,False,DSCOVR,0.0,4.0,0.002,False,2850,3.26,-2.73,1.77,0.12,2.04,147.12,-2.73,1.62,-0.72,-12.73,149.36,0,0,0
1379,False,DSCOVR,0.0,4.0,0.002,False,2950,3.26,-2.62,1.9100000000000001,0.28,4.9,143.88,-2.62,1.82,-0.64,-11.37,145.18,0,0,0
1380,False,DSCOVR,0.0,4.0,0.002,False,3000,3.26,-2.54,2.04,-0.04,-0.63,141.27,-2.54,1.79,-0.98,-17.48,144.87,0,0,0
1381,False,DSCOVR,0.0,4.0,0.002,False,2850,3.31,-2.67,1.94,-0.15,-2.52,144.03,-2.67,1.65,-1.03,-18.16,148.31,0,0,0
1382,False,DSCOVR,0.0,4.0,0.002,False,2850,3.34,-2.86,1.6600000000000001,-0.38,-6.55,149.84,-2.86,1.3,-1.11,-19.45,155.63,0,0,0
1383,False,DSCOVR,0.0,4.0,0.002,False,2950,3.36,-2.83,1.78,-0.28,-4.78,147.83,-2.83,1.45,-1.07,-18.69,152.93,0,0,0
1384,False,DSCOVR,0.0,4.0,0.002,False,2968,3.29,-2.73,1.83,-0.13,-2.22,146.17,-2.73,1.56,-0.96,-17.03,150.24,1,0,0
1385,False,DSCOVR,0.0,4.0,0.002,False,2832,3.29,-2.74,1.75,-0.42,-7.31,147.43,-2.74,1.3599999999999999,-1.18,-21.15,153.67,0,0,0
1386,False,DSCOVR,0.0,4.0,0.002,False,2850,3.3,-2.81,1.71,-0.14,-2.48,148.63,-2.81,1.45,-0.92,-16.27,152.7,0,0,0
1387,False,DSCOVR,0.0,4.0,0.002,False,2700,3.2800000000000002,-2.84,1.63,-0.17,-3.03,150.2,-2.84,1.3599999999999999,-0.91,-16.11,154.42,0,0,0
1388,False,DSCOVR,0.0,4.0,0.002,False,2700,3.29,-2.74,1.78,-0.31,-5.46,146.98,-2.74,1.43,-1.11,-19.67,152.43,0,0,0
1389,False,DSCOVR,0.0,4.0,0.002,False,3000,3.27,-2.59,1.94,-0.4,-7.06,143.17,-2.59,1.53,-1.26,-22.68,149.42,0,0,0
1390,False,DSCOVR,0.0,4.0,0.002,False,2968,3.31,-2.69,1.87,-0.45,-7.9,145.15,-2.69,1.45,-1.27,-22.64,151.73,0,0,0
1391,False,DSCOVR,0.0,4.0,0.002,False,2882,3.32,-2.7199999999999998,1.85,-0.34,-5.92,145.78,-2.7199999999999998,1.48,-1.16,-20.58,151.47,0,0,0
1392,False,DSCOVR,0.0,4.0,0.002,False,2850,3.2800000000000002,-2.6,1.9100000000000001,-0.5700000000000001,-10.08,143.71,-2.6,1.42,-1.3900000000000001,-25.22,151.31,0,0,0
1393,False,DSCOVR,0.0,4.0,0.002,False,3000,3.24,-2.54,1.87,-0.67,-11.99,143.62,-2.54,1.35,-1.47,-26.99,152.11,0,0,0
1394,False,DSCOVR,0.0,4.0,0.002,False,2950,3.25,-2.4,1.98,-0.9500000000000001,-16.96,140.45,-2.4,1.31,-1.76,-32.79,151.33,0,0,0
1395,False,DSCOVR,0.0,4.0,0.002,False,2750,3.26,-2.51,2.05,-0.24,-4.32,140.82,-2.51,1.7000000000000002,-1.17,-21.09,145.94,0,0,0
1396,False,DSCOVR,0.0,4.0,0.002,False,2800,3.24,-2.49,2.07,-0.07,-1.32,140.22,-2.49,1.8,-1.03,-18.55,144.14,0,0,0
1397,False,DSCOVR,0.0,4.0,0.002,False,2750,3.26,-2.64,1.9,-0.14,-2.52,144.33,-2.64,1.6099999999999999,-1.01,-18.06,148.62,0,0,0
1398,False,DSCOVR,0.0,4.0,0.002,False,2800,3.25,-2.59,1.94,-0.09,-1.6099999999999999,143.2,-2.59,1.6800000000000002,-0.98,-17.68,147.14,0,0,0
1399,False,DSCOVR,0.0,4.0,0.002,False,2900,3.27,-2.63,1.9100000000000001,-0.29,-5.12,144.0,-2.63,1.56,-1.15,-20.58,149.4,0,0,0
1400,False,DSCOVR,0.0,4.0,0.002,False,2900,3.23,-2.34,2.2,-0.14,-2.5,136.79,-2.34,1.88,-1.15,-20.92,141.22,0,0,0
1401,False,DSCOVR,0.0,4.0,0.002,False,3000,3.24,-2.03,2.5300000000000002,0.03,0.46,128.73,-2.03,2.25,-1.15,-20.87,132.03,0,0,0
1402,False,DSCOVR,0.0,4.0,0.002,False,2900,3.24,-1.97,2.5300000000000002,-0.16,-2.85,127.93,-1.97,2.17,-1.32,-24.26,132.33,0,0,0
1403,False,DSCOVR,0.0,4.0,0.002,False,2850,3.25,-2.08,2.46,-0.32,-5.72,130.28,-2.08,2.03,-1.43,-26.22,135.81,0,0,0
1404,False,DSCOVR,0.0,4.0,0.002,False,2900,3.23,-2.2,2.36,-0.18,-3.23,132.93,-2.2,2.01,-1.26,-22.97,137.61,0,0,0
1405,False,DSCOVR,0.0,4.0,0.002,False,2750,3.26,-2.27,2.32,0.11,1.9300000000000002,134.45,-2.27,2.1,-0.98,-17.61,137.24,0,0,0
1406,False,DSCOVR,0.0,4.0,0.002,False,2650,3.25,-2.29,2.29,0.22,3.88,135.0,-2.29,2.13,-0.87,-15.59,137.09,0,0,0
1407,False,DSCOVR,0.0,4.0,0.002,False,3000,3.21,-2.22,2.29,0.17,3.07,134.07,-2.22,2.11,-0.92,-16.67,136.47,0,0,0
1408,False,DSCOVR,0.0,4.0,0.002,False,2850,3.22,-1.8599999999999999,2.5700000000000003,0.48,8.64,125.93,-1.8599999999999999,2.5,-0.77,-13.88,126.7,0,0,0
1409,False,DSCOVR,0.0,4.0,0.002,False,2900,3.2,-1.92,2.52,0.15,2.63,127.33,-1.92,2.3,-1.05,-19.23,129.91,0,0,0
1410,False,DSCOVR,0.0,4.0,0.002,False,2750,3.21,-1.73,2.66,-0.02,-0.38,123.07,-1.73,2.34,-1.26,-23.34,126.46,0,0,0
1411,False,DSCOVR,0.0,4.0,0.002,False,2900,3.2,-1.63,2.7199999999999998,-0.13,-2.41,120.96,-1.63,2.35,-1.3900000000000001,-25.87,124.83,0,0,0
1412,False,DSCOVR,0.0,4.0,0.002,False,2700,3.17,-2.34,1.8900000000000001,-0.63,-11.86,141.09,-2.34,1.38,-1.44,-27.92,149.52,0,0,0
1413,False,DSCOVR,0.0,4.0,0.002,False,2900,3.21,-2.0,2.49,-0.31,-5.49,128.74,-2.0,2.06,-1.43,-26.51,134.11,0,0,0
1414,False,DSCOVR,0.0,4.0,0.002,False,3000,3.19,-1.8,2.61,0.0,0.08,124.7,-1.8,2.31,-1.21,-22.44,128.02,0,0,0
1415,False,DSCOVR,0.0,4.0,0.002,False,2900,3.16,-2.23,1.48,-0.28,-5.94,146.44,-2.23,1.18,-0.9400000000000001,-20.35,152.13,0,0,0
1416,False,DSCOVR,0.0,4.0,0.002,False,2850,3.1,-2.93,0.3,-0.9400000000000001,-17.77,174.15,-2.93,-0.17,-0.98,-18.37,183.4,0,0,0
1417,False,DSCOVR,0.0,4.0,0.002,False,2500,3.25,-2.96,0.89,-0.92,-16.52,163.24,-2.96,0.36,-1.23,-22.35,173.03,0,0,0
1418,False,DSCOVR,0.0,4.0,0.002,False,3000,3.29,-2.98,0.41000000000000003,-1.13,-20.69,172.08,-2.98,-0.16,-1.2,-21.88,183.11,0,0,0
1419,False,DSCOVR,0.0,4.0,0.002,False,2850,3.29,-3.01,-0.28,-1.29,-23.17,185.4,-3.01,-0.85,-1.01,-17.93,195.84,0,0,0
1420,False,DSCOVR,0.0,4.0,0.002,False,2900,3.24,-3.06,-0.04,-1.05,-18.9,180.76,-3.06,-0.52,-0.91,-16.31,189.71,0,0,0
1421,False,DSCOVR,0.0,4.0,0.002,False,2750,3.27,-2.96,0.38,-1.3,-23.58,172.65,-2.96,-0.27,-1.33,-24.12,185.19,0,0,0
1422,False,DSCOVR,0.0,4.0,0.002,False,2850,3.29,-3.0,0.48,-1.23,-22.02,171.02,-3.0,-0.15,-1.31,-23.53,182.91,0,0,0
1423,False,DSCOVR,0.0,4.0,0.002,False,3000,3.3,-3.01,0.54,-1.22,-21.85,169.86,-3.01,-0.09,-1.33,-23.92,181.79,0,0,0
1424,False,DSCOVR,0.0,4.0,0.002,False,2900,3.3,-2.96,0.23,-1.43,-25.72,175.55,-2.96,-0.46,-1.37,-24.62,188.87,0,0,0
1425,False,DSCOVR,0.0,4.0,0.002,False,2900,3.31,-3.02,0.06,-1.37,-24.34,178.91,-3.02,-0.58,-1.24,-21.89,190.97,0,0,0
1426,False,DSCOVR,0.0,4.0,0.002,False,2600,3.3,-3.04,0.24,-1.25,-22.33,175.44,-3.04,-0.37,-1.22,-21.74,186.91,0,0,0
1427,False,DSCOVR,0.0,4.0,0.002,False,2600,3.3,-3.07,0.38,-1.13,-20.15,173.02,-3.07,-0.2,-1.18,-20.98,183.65,0,0,0
1428,False,DSCOVR,0.0,4.0,0.002,False,3000,3.32,-3.05,0.44,-1.24,-21.98,171.72,-3.05,-0.19,-1.31,-23.17,183.49,0,0,0
1429,False,DSCOVR,0.0,4.0,0.002,False,2700,3.2800000000000002,-3.01,0.58,-1.15,-20.63,169.01,-3.01,-0.02,-1.29,-23.26,180.37,0,0,0
1430,False,DSCOVR,0.0,4.0,0.002,False,3000,3.25,-2.99,0.66,-1.09,-19.56,167.55,-2.99,0.08,-1.27,-23.01,178.5,0,0,0
1431,False,DSCOVR,0.0,4.0,0.002,False,2850,3.22,-2.9699999999999998,0.54,-1.11,-20.24,169.74,-2.9699999999999998,-0.04,-1.24,-22.58,180.81,0,0,0
1432,False,DSCOVR,0.0,4.0,0.002,False,3000,3.24,-2.96,-0.08,-1.3,-23.68,181.62,-2.96,-0.68,-1.11,-20.08,192.91,0,0,0
1433,False,DSCOVR,0.0,4.0,0.002,False,2900,3.23,-2.91,-0.4,-1.32,-24.2,187.87,-2.91,-0.97,-0.98,-17.75,198.44,0,0,0
1434,False,DSCOVR,0.0,4.0,0.002,False,2850,3.23,-2.94,0.22,-1.29,-23.67,175.68,-2.94,-0.41000000000000003,-1.25,-22.8,187.84,0,0,0
1435,False,DSCOVR,0.0,4.0,0.002,False,2850,3.25,-3.03,0.23,-1.13,-20.31,175.59,-3.03,-0.32,-1.11,-19.93,185.96,0,0,0
1436,False,DSCOVR,0.0,4.0,0.002,False,2918,3.24,-2.99,0.36,-1.18,-21.29,173.22,-2.99,-0.23,-1.21,-21.88,184.42,0,0,0
1437,False,DSCOVR,0.0,4.0,0.002,False,2732,3.23,-3.03,0.64,-0.92,-16.64,168.11,-3.03,0.13,-1.12,-20.2,177.45,0,0,0
1438,False,DSCOVR,0.0,4.0,0.002,False,2950,3.21,-2.96,0.93,-0.77,-14.0,162.57,-2.96,0.46,-1.12,-20.44,171.1,0,0,0
