proton_vx_gse,proton_vy_gse,proton_vz_gse,proton_vx_gsm,proton_vy_gsm,proton_vz_gsm
1615,-4.0,12.1,-472.5,-1.5,12.7
1616,,,,,
1617,-4.0,12.1,-472.2,-1.4,12.7
1618,,,,,
1619,-4.0,12.1,-471.8,-1.4,12.6
1620,,,,,
1621,-4.0,12.1,-472.7,-1.4,12.7
1622,,,,,
1623,-4.0,12.1,-472.7,-1.4,12.7
1624,-4.0,12.1,-472.4,-1.4,12.7
1625,,,,,
1626,,,,,
1627,-4.0,12.1,-472.0,-1.4,12.7
1628,,,,,
1629,-4.0,12.1,-471.9,-1.4,12.7
1630,,,,,
1631,-4.0,12.1,-472.5,-1.4,12.7
1632,-4.0,12.1,-472.7,-1.4,12.7
1633,,,,,
1634,,,,,
1635,-4.0,12.1,-472.6,-1.4,12.7
1636,,,,,
1637,-4.0,12.1,-472.4,-1.4,12.7
1638,-4.0,12.1,-472.4,-1.4,12.7
1639,,,,,
1640,,,,,
1641,-4.0,12.1,-472.4,-1.4,12.7
1642,-4.0,12.1,-472.0,-1.4,12.7
1643,,,,,
1644,,,,,
1645,-4.0,12.1,-472.6,-1.3,12.7
1646,,,,,
1647,-4.0,12.1,-472.5,-1.3,12.7
1648,,,,,
1649,-4.0,12.1,-471.9,-1.3,12.7
1650,-4.0,12.1,-472.2,-1.3,12.7
1651,,,,,
1652,,,,,
1653,-4.0,12.1,-472.5,-1.3,12.7
1654,-4.0,12.1,-472.3,-1.3,12.7
1655,,,,,
1656,-4.0,12.1,-472.2,-1.3,12.7
1657,,,,,
1658,-4.0,12.1,-472.0,-1.3,12.7
1659,,,,,
1660,-4.0,12.1,-472.2,-1.3,12.7
1661,,,,,
1662,,,,,
1663,-4.0,12.1,-472.4,-1.3,12.7
1664,-4.0,12.1,-472.5,-1.3,12.7
1665,,,,,
1666,,,,,
1667,-4.0,12.1,-472.7,-1.3,12.7
1668,-4.0,12.1,-472.3,-1.3,12.7
1669,,,,,
1670,-4.0,12.1,-472.1,-1.3,12.7
1671,,,,,
1672,-4.0,12.1,-472.8,-1.2,12.7
1673,,,,,
1674,,,,,
1675,-4.0,12.1,-472.3,-1.2,12.7
1676,,,,,
1677,-4.0,12.1,-472.0,-1.2,12.7
1678,,,,,
1679,-4.0,12.1,-472.2,-1.3,12.7
1680,,,,,
1681,-4.0,12.1,-472.5,-1.2,12.7
1682,,,,,
1683,-4.0,12.1,-472.7,-1.2,12.7
1684,,,,,
1685,-4.1,12.1,-471.9,-1.3,12.7
1686,,,,,
1687,-4.0,12.1,-472.4,-1.2,12.7
1688,,,,,
1689,-4.0,12.1,-472.5,-1.2,12.7
1690,,,,,
1691,-4.0,12.1,-472.3,-1.2,12.7
1692,-4.0,12.1,-472.8,-1.2,12.7
1693,,,,,
1694,,,,,
1695,-4.0,12.1,-472.3,-1.2,12.7
1696,-4.0,12.1,-472.5,-1.2,12.7
1697,,,,,
1698,,,,,
1699,-4.0,12.1,-472.3,-1.1,12.7
1700,,,,,
1701,-4.0,12.1,-472.6,-1.2,12.7
1702,-4.0,12.1,-472.6,-1.2,12.7
1703,,,,,
1704,-4.0,12.1,-472.7,-1.1,12.7
1705,,,,,
1706,,,,,
1707,-4.0,12.1,-472.4,-1.1,12.7
1708,-4.0,12.1,-472.5,-1.1,12.7
1709,,,,,
1710,-4.1,12.1,-472.7,-1.2,12.7
1711,,,,,
1712,-4.0,12.1,-472.8,-1.1,12.7
1713,,,,,
1714,,,,,
1715,-4.0,12.1,-472.9,-1.1,12.7
1716,,,,,
1717,-4.0,12.1,-472.8,-1.1,12.7
1718,-4.1,12.1,-473.0,-1.1,12.7
1719,,,,,
1720,-4.0,12.1,-472.7,-1.1,12.7
1721,,,,,
1722,-4.0,12.1,-472.6,-1.1,12.7
1723,,,,,
1724,,,,,
1725,-4.0,12.1,-472.7,-1.0,12.7
1726,,,,,
1727,-4.0,12.1,-472.8,-1.0,12.7
1728,,,,,
1729,-4.0,12.1,-472.7,-1.0,12.7
1730,,,,,
1731,-4.0,12.1,-472.7,-1.0,12.7
1732,-4.0,12.1,-472.7,-1.0,12.7
1733,,,,,
1734,-4.0,12.1,-472.7,-1.0,12.7
1735,,,,,
1736,-4.0,12.1,-472.7,-1.0,12.7
1737,,,,,
1738,-4.0,12.1,-472.5,-1.0,12.7
1739,,,,,
1740,-4.0,12.1,-472.7,-1.0,12.7
1741,,,,,
1742,-4.0,12.1,-472.6,-1.0,12.7
1743,,,,,
1744,-4.0,12.1,-472.7,-1.0,12.7
1745,,,,,
1746,,,,,
1747,-4.0,12.1,-472.8,-1.0,12.7
1748,-4.0,12.1,-472.9,-0.9,12.7
1749,,,,,
1750,,,,,
1751,-4.0,12.1,-472.7,-0.9,12.7
1752,,,,,
1753,-4.0,12.1,-472.6,-0.9,12.7
1754,,,,,
1755,-4.0,12.1,-472.9,-0.9,12.7
1756,,,,,
1757,-4.0,12.1,-472.7,-0.9,12.7
1758,,,,,
1759,-4.0,12.1,-472.5,-0.9,12.7
1760,-4.0,12.1,-472.8,-0.9,12.7
1761,,,,,
1762,-4.0,12.1,-472.7,-0.9,12.7
1763,,,,,
1764,-4.0,12.1,-472.9,-0.9,12.7
1765,,,,,
1766,,,,,
1767,-4.0,12.1,-473.4,-0.9,12.7
1768,,,,,
1769,-4.0,12.1,-472.7,-0.9,12.7
1770,,,,,
1771,-4.0,12.1,-472.7,-0.9,12.7
1772,,,,,
1773,-4.0,12.1,-473.0,-0.9,12.7
1774,-4.0,12.1,-472.9,-0.8,12.7
1775,-4.0,12.1,-473.4,-0.9,12.7
1776,,,,,
1777,,,,,
1778,-4.0,12.1,-473.1,-0.8,12.7
1779,-4.0,12.1,-473.0,-0.8,12.7
1780,,,,,
1781,,,,,
1782,-4.0,12.1,-472.7,-0.8,12.7
1783,-4.0,12.1,-472.9,-0.8,12.7
1784,,,,,
1785,,,,,
1786,-51.6,12.1,-473.0,-46.8,24.8
1787,-4.0,12.1,-473.2,-0.8,12.7
1788,,,,,
1789,,,,,
1790,-4.0,12.1,-473.3,-0.8,12.7
1791,,,,,
1792,-4.0,12.1,-473.0,-0.8,12.7
1793,-4.0,12.1,-473.1,-0.7000000000000001,12.7
1794,,,,,
1795,-4.0,12.1,-472.9,-0.7000000000000001,12.7
1796,,,,,
1797,-4.0,12.1,-472.7,-0.7000000000000001,12.7
1798,,,,,
1799,,,,,
1800,-4.0,12.1,-472.9,-0.7000000000000001,12.7
1801,-4.0,12.1,-472.8,-0.7000000000000001,12.7
1802,,,,,
1803,,,,,
1804,-4.0,12.1,-473.2,-0.7000000000000001,12.7
1805,-4.0,12.1,-473.0,-0.7000000000000001,12.7
1806,,,,,
1807,,,,,
1808,-4.0,12.1,-473.0,-0.7000000000000001,12.7
1809,-4.0,12.1,-473.0,-0.7000000000000001,12.7
1810,,,,,
1811,,,,,
1812,-4.0,12.1,-472.8,-0.7000000000000001,12.7
1813,-4.0,12.1,-472.6,-0.7000000000000001,12.7
1814,,,,,
1815,,,,,
1816,-4.0,12.1,-473.3,-0.7000000000000001,12.7
1817,,,,,
1818,-4.2,12.1,-473.2,-0.8,12.8
1819,,,,,
1820,-4.0,12.1,-473.4,-0.6000000000000001,12.7
1821,,,,,
1822,-4.1,12.0,-473.1,-0.7000000000000001,12.7
1823,,,,,
1824,-4.0,12.1,-472.9,-0.6000000000000001,12.7
1825,-4.0,12.1,-472.8,-0.6000000000000001,12.7
1826,,,,,
1827,-4.0,12.1,-473.0,-0.6000000000000001,12.7
1828,,,,,
1829,-4.0,12.1,-473.2,-0.6000000000000001,12.7
1830,,,,,
1831,,,,,
1832,-4.0,12.1,-473.3,-0.6000000000000001,12.7
1833,-4.0,12.1,-473.0,-0.6000000000000001,12.7
1834,,,,,
1835,,,,,
1836,-4.0,12.1,-472.7,-0.6000000000000001,12.7
1837,,,,,
1838,-89.9,3.0,-472.7,-85.7,27.2
1839,-50.3,6.2,-473.0,-46.8,19.7
1840,-104.7,0.5,-472.7,-100.5,29.0
1841,,,,,
1842,,,,,
1843,-62.3,5.2,-472.7,-58.5,22.1
1844,-4.0,12.1,-472.9,-0.5,12.7
1845,,,,,
1846,,,,,
1847,-102.9,2.4,-472.9,-98.3,30.6
1848,,,,,
1849,-54.8,11.9,-474.0,-49.4,26.5
1850,-100.8,0.0,-473.7,-96.9,27.8
1851,,,,,
1852,-79.9,3.9,-473.2,-75.7,25.9
1853,,,,,
1854,-63.4,4.4,-473.0,-59.7,21.8
1855,,,,,
1856,-109.4,0.30000000000000004,-473.1,-105.0,30.7
1857,,,,,
1858,-110.1,-2.6,-473.3,-106.5,28.2
1859,,,,,
1860,-59.7,4.7,-473.5,-56.0,21.2
1861,,,,,
1862,,,,,
1863,-53.8,5.5,-473.7,-50.1,20.4
1864,-108.1,1.1,-473.1,-103.5,31.4
1865,,,,,
1866,-103.9,-0.30000000000000004,-473.3,-99.8,28.9
1867,,,,,
1868,,,,,
1869,-108.6,2.4,-472.9,-103.5,32.9
1870,-4.0,12.2,-473.8,-0.4,12.8
1871,,,,,
1872,-105.4,4.6,-473.6,-99.7,34.3
1873,,,,,
1874,-100.1,5.0,-473.4,-94.6,33.3
1875,,,,,
1876,,,,,
1877,-4.1,12.1,-473.0,-0.5,12.8
1878,,,,,
1879,-63.7,6.0,-473.1,-59.3,23.9
1880,-104.3,3.4,-473.2,-99.0,33.0
1881,,,,,
1882,-108.0,3.2,-473.6,-102.6,34.0
1883,,,,,
1884,-104.0,3.0,-474.0,-98.7,32.7
1885,,,,,
1886,,,,,
1887,-104.3,3.8,-473.7,-98.8,33.7
1888,,,,,
1889,-96.7,7.7,-473.8,-90.4,35.3
1890,,,,,
1891,-36.2,8.8,-473.5,-32.1,18.9
1892,,,,,
1893,-106.3,1.5,-473.3,-101.3,32.2
1894,,,,,
1895,-90.9,8.9,-473.5,-84.4,35.0
1896,,,,,
1897,-107.7,6.0,-473.6,-101.3,37.1
1898,,,,,
1899,-106.3,0.4,-473.4,-101.6,31.4
1900,,,,,
1901,-106.4,5.7,-473.4,-100.1,36.5
1902,,,,,
1903,-110.3,-0.7000000000000001,-473.1,-105.7,31.7
1904,-4.0,12.1,-473.4,-0.30000000000000004,12.8
1905,,,,,
1906,-110.9,2.1,-473.1,-105.4,34.7
1907,,,,,
1908,,,,,
1909,-108.6,4.1,-472.8,-102.5,36.0
1910,,,,,
1911,-103.3,4.8,-473.5,-97.2,35.1
1912,-4.1,12.0,-473.9,-0.30000000000000004,12.7
1913,,,,,
1914,,,,,
1915,-4.3,11.9,-473.4,-0.6000000000000001,12.6
1916,,,,,
1917,-108.0,1.6,-473.4,-102.6,33.7
1918,,,,,
1919,-107.2,2.3,-474.0,-101.6,34.2
1920,,,,,
1921,-101.1,1.8,-474.1,-95.9,31.9
1922,-103.5,0.7000000000000001,-473.9,-98.5,31.7
1923,,,,,
1924,-103.5,3.5,-473.2,-97.7,34.4
1925,,,,,
1926,-100.8,2.9,-473.7,-95.2,33.2
1927,,,,,
1928,,,,,
1929,-109.6,3.0,-474.1,-103.6,36.0
1930,-106.4,4.0,-473.8,-100.2,36.0
1931,,,,,
1932,-104.8,2.8,-474.0,-99.0,34.4
1933,,,,,
1934,-107.5,6.1,-474.1,-100.6,38.5
1935,,,,,
1936,-105.4,4.8,-473.6,-98.9,36.7
1937,,,,,
1938,,,,,
1939,-104.2,4.4,-474.0,-97.9,36.0
1940,,,,,
1941,-101.2,6.3,-473.9,-94.4,37.0
1942,-103.2,4.9,-473.7,-96.7,36.3
1943,,,,,
1944,-105.7,2.3,-473.9,-99.9,34.7
1945,,,,,
1946,,,,,
1947,-107.0,8.4,-474.0,-99.3,41.0
1948,-100.7,7.9,-473.8,-93.4,38.6
1949,,,,,
1950,,,,,
1951,-98.0,10.3,-474.2,-90.0,40.1
1952,-106.3,9.7,-473.9,-98.1,42.1
1953,,,,,
1954,,,,,
1955,-107.6,0.8,-473.6,-102.0,34.2
1956,-97.3,4.9,-473.6,-91.0,35.0
1957,,,,,
1958,,,,,
1959,-100.7,8.2,-474.3,-93.1,39.3
1960,-97.0,10.0,-474.4,-89.0,39.9
1961,,,,,
1962,-100.9,10.6,-474.2,-92.5,41.7
1963,,,,,
1964,,,,,
1965,-103.9,5.9,-473.7,-96.7,38.3
1966,,,,,
1967,-105.0,8.1,-473.9,-97.1,40.8
1968,,,,,
1969,-99.8,10.2,-474.2,-91.5,41.2
1970,-99.5,10.3,-474.6,-91.1,41.2
1971,,,,,
1972,,,,,
1973,-97.3,11.4,-474.3,-88.7,41.7
1974,,,,,
1975,-94.8,7.1,-474.5,-87.7,36.8
1976,,,,,
1977,-94.0,4.8,-474.4,-87.6,34.5
1978,,,,,
1979,-91.8,8.5,-475.1,-84.3,37.3
1980,,,,,
1981,-87.0,7.8,-474.9,-80.0,35.1
1982,-90.3,6.5,-475.1,-83.4,35.1
1983,,,,,
1984,-89.0,5.8,-474.9,-82.4,34.0
1985,,,,,
1986,,,,,
1987,-96.0,8.6,-474.3,-88.2,39.0
1988,,,,,
1989,-91.8,10.5,-474.8,-83.5,39.5
1990,,,,,
1991,-95.0,8.7,-474.7,-87.1,38.9
1992,-91.4,8.5,-474.5,-83.7,37.6
1993,,,,,
1994,,,,,
1995,-92.4,8.5,-474.1,-84.6,38.0
1996,,,,,
1997,-93.7,7.0,-474.4,-86.3,37.1
1998,-88.5,12.7,-474.8,-79.6,40.9
1999,,,,,
2000,,,,,
2001,-84.1,10.7,-475.1,-76.0,37.6
2002,,,,,
2003,-80.8,12.3,-474.9,-72.3,38.1
2004,-79.3,8.2,-474.6,-72.3,33.7
2005,,,,,
2006,-82.5,8.7,-475.0,-75.1,35.3
2007,,,,,
2008,,,,,
2009,-76.8,11.5,-475.5,-68.7,36.1
2010,-80.2,15.4,-475.0,-70.6,41.0
2011,,,,,
2012,,,,,
2013,-78.2,6.8,-475.0,-71.6,32.2
2014,,,,,
2015,-80.4,10.4,-473.7,-72.5,36.4
2016,-70.6,13.1,-475.0,-62.2,35.7
2017,,,,,
2018,,,,,
2019,-70.5,14.1,-475.6,-61.8,36.7
2020,-66.0,16.7,-475.9,-56.7,37.7
2021,,,,,
2022,,,,,
2023,-64.6,14.7,-457.5,-56.0,35.4
2024,,,,,
2025,-72.7,11.1,-475.7,-64.8,34.7
2026,-70.3,9.6,-466.7,-63.0,32.6
2027,,,,,
2028,-63.6,12.2,-457.8,-55.8,32.8
2029,,,,,
2030,-63.7,14.5,-457.9,-55.2,35.1
2031,-62.4,15.7,-458.2,-53.5,35.8
2032,,,,,
2033,-63.6,14.4,-458.1,-55.0,35.0
2034,,,,,
2035,,,,,
2036,-63.7,17.8,-458.5,-53.9,38.3
2037,-71.2,11.6,-475.8,-63.1,35.0
2038,,,,,
2039,-72.3,14.6,-474.6,-63.1,38.3
2040,,,,,
2041,,,,,
2042,-64.0,12.5,-459.1,-55.9,33.5
2043,,,,,
2044,-73.7,14.1,-475.5,-64.5,38.4
2045,-74.6,13.5,-475.2,-65.5,38.1
2046,,,,,
2047,-73.3,16.2,-475.4,-63.3,40.3
2048,,,,,
2049,,,,,
2050,-69.3,18.6,-473.7,-58.7,41.2
2051,-68.1,17.4,-467.4,-58.0,39.7
2052,,,,,
2053,-63.6,13.1,-457.9,-55.2,34.2
2054,,,,,
2055,,,,,
2056,-64.9,17.7,-458.7,-54.8,39.0
2057,,,,,
2058,-70.4,16.3,-475.8,-60.4,39.6
2059,-76.6,10.7,-475.5,-68.1,36.5
2060,,,,,
2061,-78.8,11.9,-475.3,-69.8,38.5
2062,,,,,
2063,,,,,
2064,-75.6,13.1,-475.1,-66.3,38.5
2065,-72.9,11.4,-473.4,-64.4,36.1
2066,,,,,
2067,-69.5,18.2,-476.2,-58.8,41.3
2068,,,,,
2069,,,,,
2070,-57.3,27.4,-469.2,-44.1,45.6
2071,-3.6,11.2,-445.9,0.5,11.7
2072,,,,,
2073,,,,,
2074,-3.9,12.0,-466.4,0.6000000000000001,12.6
2075,-3.8,12.0,-466.1,0.7000000000000001,12.6
2076,,,,,
2077,,,,,
2078,-3.9,12.0,-466.1,0.6000000000000001,12.6
2079,,,,,
2080,-3.8,12.0,-466.2,0.7000000000000001,12.6
2081,-3.9,12.0,-466.2,0.6000000000000001,12.6
2082,,,,,
2083,-3.9,12.0,-466.7,0.6000000000000001,12.6
2084,,,,,
2085,,,,,
2086,-3.8,12.0,-465.8,0.7000000000000001,12.6
2087,-3.9,12.0,-467.0,0.6000000000000001,12.6
2088,,,,,
2089,-3.9,12.0,-467.3,0.6000000000000001,12.6
2090,,,,,
2091,-3.9,12.0,-467.2,0.6000000000000001,12.6
2092,,,,,
2093,-3.9,12.0,-468.6,0.7000000000000001,12.6
2094,,,,,
2095,-3.9,12.0,-468.4,0.6000000000000001,12.6
2096,,,,,
2097,-3.8,12.0,-468.2,0.7000000000000001,12.6
2098,,,,,
2099,-3.9,12.0,-467.0,0.7000000000000001,12.6
2100,,,,,
2101,-3.9,12.0,-467.0,0.7000000000000001,12.6
2102,,,,,
2103,,,,,
2104,-3.8,12.0,-468.0,0.8,12.6
2105,,,,,
2106,-3.9,12.0,-468.4,0.7000000000000001,12.6
2107,-3.9,12.0,-468.5,0.7000000000000001,12.6
2108,,,,,
2109,-3.9,12.0,-468.6,0.7000000000000001,12.6
2110,,,,,
2111,-3.9,12.1,-468.8,0.8,12.7
2112,,,,,
2113,,,,,
2114,-3.9,12.0,-467.9,0.7000000000000001,12.6
2115,-3.8,12.0,-467.8,0.8,12.6
2116,,,,,
2117,-3.8,11.6,-451.1,0.7000000000000001,12.2
2118,,,,,
2119,-3.8,12.0,-466.1,0.8,12.6
2120,,,,,
2121,,,,,
2122,-3.8,12.0,-466.3,0.8,12.5
2123,,,,,
2124,-4.0,12.0,-467.0,0.7000000000000001,12.6
2125,,,,,
2126,,,,,
2127,55.1,-68.0,-464.2,26.3,-83.5
2128,,,,,
2129,61.6,-45.4,-441.1,40.6,-64.9
2130,42.2,-32.8,-441.1,27.1,-46.0
2131,,,,,
2132,21.0,-25.8,-442.5,10.0,-31.7
2133,,,,,
2134,-3.8,11.9,-464.8,0.9,12.5
2135,,,,,
2136,,,,,
2137,-84.7,8.3,-475.0,-75.5,39.1
2138,,,,,
2139,-90.2,10.9,-475.0,-79.7,43.6
2140,,,,,
2141,-95.4,10.0,-474.3,-84.8,44.8
2142,-92.0,7.8,-474.7,-82.5,41.5
2143,,,,,
2144,,,,,
2145,-95.4,9.6,-474.5,-84.9,44.5
2146,,,,,
2147,-93.3,6.4,-474.4,-84.2,40.8
2148,-95.8,7.5,-474.3,-86.0,42.8
2149,,,,,
2150,-104.0,9.3,-474.2,-92.9,47.6
2151,,,,,
2152,,,,,
2153,-95.4,6.4,-474.2,-86.0,41.7
2154,,,,,
2155,-98.9,7.2,-474.3,-88.9,43.9
2156,-98.1,9.3,-474.3,-87.4,45.5
2157,,,,,
2158,-100.3,8.2,-474.4,-89.8,45.4
2159,,,,,
2160,-100.6,9.4,-474.2,-89.6,46.7
2161,,,,,
2162,-98.2,5.9,-474.4,-88.7,42.6
2163,,,,,
2164,,,,,
2165,-100.5,5.9,-474.4,-90.8,43.5
2166,,,,,
2167,-97.7,8.9,-474.4,-87.0,45.3
2168,,,,,
2169,-90.2,9.3,-474.5,-79.9,42.9
2170,-94.0,8.8,-474.9,-83.6,44.0
2171,,,,,
2172,,,,,
2173,-99.5,5.1,-474.5,-90.0,42.7
2174,,,,,
2175,-99.5,8.0,-474.1,-88.9,45.4
2176,-99.4,7.0,-474.5,-89.2,44.5
2177,,,,,
2178,,,,,
2179,-3.9,11.8,-460.7,0.9,12.4
2180,,,,,
2181,-3.8,12.0,-466.2,1.1,12.5
2182,-3.7,11.5,-447.7,1.0,12.0
2183,,,,,
2184,17.1,-38.8,-446.6,0.9,-42.4
2185,,,,,
2186,-3.8,11.9,-461.2,1.1,12.4
2187,,,,,
2188,,,,,
2189,-3.9,12.0,-466.5,1.0,12.6
2190,,,,,
2191,-3.8,12.0,-466.5,1.1,12.5
2192,-3.9,12.0,-466.7,1.0,12.6
2193,,,,,
2194,-3.8,12.0,-467.4,1.1,12.5
2195,,,,,
2196,,,,,
2197,-3.8,12.0,-467.1,1.2,12.5
2198,-3.6,11.1,-430.1,1.0,11.6
2199,,,,,
2200,,,,,
2201,-62.9,4.5,-474.4,-56.2,28.6
2202,,,,,
2203,-93.7,5.4,-473.9,-84.2,41.5
2204,-94.9,8.6,-474.4,-84.0,45.0
2205,,,,,
2206,,,,,
2207,-94.3,10.4,-474.1,-82.7,46.5
2208,-88.3,17.2,-474.2,-74.5,50.4
2209,,,,,
2210,,,,,
2211,-85.4,14.3,-474.2,-72.9,46.6
2212,,,,,
2213,-94.0,14.6,-474.8,-80.8,50.4
2214,-97.5,13.0,-474.3,-84.5,50.3
2215,,,,,
2216,-97.6,9.4,-474.3,-86.0,47.1
2217,,,,,
2218,,,,,
2219,-96.9,6.0,-474.7,-86.7,43.7
2220,-94.8,11.6,-474.5,-82.5,48.0
2221,,,,,
2222,,,,,
2223,-95.7,9.7,-474.3,-84.0,46.7
2224,-92.8,23.4,-475.1,-76.0,58.2
2225,,,,,
2226,,,,,
2227,-3.7,11.5,-455.1,1.1,12.1
2228,-3.7,11.7,-456.9,1.2,12.3
2229,,,,,
2230,-3.8,12.0,-467.0,1.2,12.5
2231,,,,,
2232,,,,,
2233,-3.7,11.7,-455.4,1.3,12.2
2234,-3.7,11.7,-454.4,1.2,12.2
2235,,,,,
2236,-58.5,-10.5,-474.6,-57.9,13.7
2237,,,,,
2238,-98.7,7.5,-475.8,-87.5,46.3
2239,,,,,
2240,-45.7,12.0,-462.6,-37.1,29.3
2241,,,,,
2242,-3.7,11.5,-447.9,1.2,12.0
2243,,,,,
2244,-3.6,11.5,-448.2,1.3,12.0
2245,,,,,
2246,0.5,0.30000000000000004,-448.2,0.6000000000000001,0.1
2247,,,,,
2248,,,,,
2249,-2.9,9.2,-357.7,1.0,9.6
2250,,,,,
2251,-2.9,9.1,-354.2,1.0,9.5
2252,,,,,
2253,-3.2,10.0,-364.5,1.1,10.4
2254,,,,,
2255,-3.9,12.2,-476.3,1.4,12.7
2256,,,,,
2257,-105.4,7.7,-474.7,-93.3,49.7
2258,-47.6,16.5,-471.1,-36.8,34.4
2259,,,,,
2260,,,,,
2261,-3.7,11.6,-451.6,1.3,12.1
2262,,,,,
2263,-3.7,11.6,-450.4,1.3,12.1
2264,,,,,
2265,-3.7,11.5,-450.0,1.3,12.0
2266,-3.7,11.6,-449.4,1.3,12.1
2267,,,,,
2268,,,,,
2269,-3.8,11.9,-470.0,1.4,12.4
2270,-61.2,0.4,-474.2,-55.7,25.3
2271,,,,,
2272,-109.2,4.8,-474.0,-97.7,49.0
2273,,,,,
2274,,,,,
2275,-112.2,8.7,-474.1,-98.8,53.8
2276,,,,,
2277,-112.3,7.1,-474.2,-99.5,52.5
2278,,,,,
2279,-103.3,6.6,-474.5,-91.5,48.4
2280,-67.0,12.8,-472.6,-55.9,39.2
2281,,,,,
2282,,,,,
2283,-3.7,11.6,-449.2,1.4,12.1
2284,,,,,
2285,-3.7,11.6,-450.2,1.4,12.1
2286,,,,,
2287,-3.7,11.5,-449.1,1.4,12.0
2288,,,,,
2289,-3.6,11.5,-448.2,1.4,12.0
2290,-3.7,11.5,-448.0,1.4,12.0
2291,,,,,
2292,,,,,
2293,-3.7,11.6,-451.8,1.4,12.1
2294,,,,,
2295,-3.7,11.6,-453.7,1.5,12.1
2296,,,,,
2297,-44.6,3.4,-474.3,-39.2,21.6
2298,-108.7,10.7,-474.3,-94.5,54.9
2299,,,,,
2300,-109.5,6.4,-474.1,-96.9,51.4
2301,,,,,
2302,,,,,
2303,-79.9,8.5,-474.3,-69.1,41.0
2304,-107.1,8.8,-474.6,-93.8,52.6
2305,,,,,
2306,-3.6,11.2,-436.4,1.4,11.7
2307,,,,,
2308,-36.2,4.5,-477.3,-31.0,19.2
2309,,,,,
2310,,,,,
2311,-110.2,5.5,-474.6,-97.8,51.1
2312,-3.9,12.2,-475.3,1.6,12.7
2313,,,,,
2314,-3.9,12.2,-475.1,1.6,12.7
2315,,,,,
2316,-4.0,12.2,-475.2,1.5,12.7
2317,,,,,
2318,,,,,
2319,-60.1,6.5,-474.3,-51.9,31.1
2320,,,,,
2321,-81.0,8.8,-474.3,-69.8,42.0
2322,-106.3,1.7000000000000002,-474.3,-95.7,46.3
2323,,,,,
2324,-109.5,6.4,-474.3,-96.6,52.0
2325,,,,,
2326,,,,,
2327,-109.9,6.3,-474.6,-97.0,52.1
2328,-57.6,8.9,-475.2,-48.4,32.4
2329,,,,,
2330,,,,,
2331,-50.0,8.2,-474.5,-41.8,28.6
2332,,,,,
2333,-66.7,6.3,-474.2,-57.8,33.9
2334,-3.9,11.6,-460.2,1.4,12.2
2335,,,,,
2336,,,,,
2337,-3.9,8.8,-475.7,0.2,9.7
2338,-52.1,8.5,-473.8,-43.6,29.8
2339,,,,,
2340,-3.7,11.5,-448.1,1.5,12.0
2341,,,,,
2342,,,,,
2343,-3.7,11.5,-447.9,1.5,12.0
2344,-3.7,11.6,-450.4,1.6,12.1
2345,,,,,
2346,-3.7,11.5,-448.7,1.6,12.0
2347,,,,,
2348,-3.7,11.5,-447.4,1.6,12.0
2349,,,,,
2350,,,,,
2351,-3.7,11.6,-450.1,1.6,12.1
2352,,,,,
2353,-3.7,11.7,-453.5,1.6,12.2
2354,,,,,
2355,-3.8,11.9,-471.3,1.7000000000000002,12.4
2356,,,,,
2357,-3.7,11.8,-456.7,1.6,12.2
2358,,,,,
2359,-3.7,11.7,-454.6,1.7000000000000002,12.2
2360,,,,,
2361,-102.3,-4.5,-474.3,-94.3,39.8
2362,,,,,
2363,-3.9,12.0,-461.2,1.7000000000000002,12.5
2364,,,,,
2365,-3.7,11.6,-449.5,1.6,12.0
2366,-3.6,11.6,-450.8,1.7000000000000002,12.0
2367,,,,,
2368,-3.4,10.6,-412.7,1.5,11.1
2369,,,,,
2370,,,,,
2371,10.2,-24.9,-358.1,-1.5,-26.8
2372,,,,,
2373,18.1,-24.9,-356.9,5.6,-30.3
2374,,,,,
2375,28.2,-57.3,-359.1,0.7000000000000001,-63.8
2376,,,,,
2377,30.0,-50.5,-360.1,5.2,-58.5
2378,,,,,
2379,16.4,-47.2,-356.8,-5.7,-49.6
2380,,,,,
2381,-2.9,9.2,-359.6,1.4,9.5
2382,,,,,
2383,-3.5,11.2,-432.9,1.7000000000000002,11.6
2384,-3.8,11.7,-456.4,1.7000000000000002,12.2
2385,,,,,
2386,-3.7,11.7,-454.5,1.8,12.2
2387,,,,,
2388,,,,,
2389,-3.9,12.6,-493.1,1.9,13.0
2390,,,,,
2391,-3.8,12.2,-475.4,1.9,12.6
2392,,,,,
2393,-4.1,12.9,-500.1,1.9,13.4
2394,-4.1,12.9,-500.4,2.0,13.4
2395,,,,,
2396,-4.0,12.8,-500.0,2.0,13.3
2397,,,,,
2398,-4.1,12.9,-499.6,1.9,13.4
2399,,,,,
2400,-4.1,12.9,-479.9,2.0,13.4
2401,,,,,
2402,-3.9,12.2,-477.0,1.8,12.7
2403,,,,,
2404,,,,,
2405,-3.8,12.2,-475.4,1.9,12.6
2406,-3.8,12.2,-475.2,1.9,12.6
2407,,,,,
2408,-3.9,12.2,-474.7,1.9,12.7
2409,,,,,
2410,-3.9,12.2,-474.5,1.9,12.7
2411,,,,,
2412,-3.9,12.2,-474.6,1.9,12.7
2413,,,,,
2414,-3.8,12.2,-474.7,2.0,12.6
2415,,,,,
2416,,,,,
2417,-3.8,12.2,-474.8,2.0,12.6
2418,-3.9,12.2,-474.8,1.9,12.7
2419,,,,,
2420,-3.9,12.2,-475.0,1.9,12.7
